Dataset,ML Method,Embedding Method,Concatenation,Best Parameters,PCA n_components,AUC,AP,Sensitivity,Specificity,Precision,F1,Balanced Accuracy
posttrauma,logistic regression,SimSCE-Sup,no,"{'aggregator__method': 'embedding_mean_with_cls_and_sep', 'classifier__C': 2}",none,1.0,1.0,1.0,0.8947368421052632,0.9692307692307692,0.9644097222222222,0.9473684210526316
