Dataset,ML Method,Embedding Method,Concatenation,Best Parameters,PCA n_components,AUC,AP,Sensitivity,Specificity,Precision,F1,Balanced Accuracy
posttrauma,logistic regression,BERT,no,"{'aggregator__method': 'embedding_cls', 'classifier__C': 2}",PCA (35 components),0.9674185463659147,0.9900735760493165,0.9206349206349206,0.7894736842105263,0.9354838709677419,0.8486153846153847,0.8550543024227235
