Dataset,ML Method,Embedding Method,Concatenation,Best Parameters,PCA n_components,AUC,AP,Sensitivity,Specificity,Precision,F1,Balanced Accuracy
posttrauma,Logistic Regression,Random Trees Embedding,yes,"{'classifier__C': 2, 'feature_combiner__embeddings__embedding__max_depth': 15, 'feature_combiner__embeddings__embedding__n_estimators': 1000}",,1.0,1.0,1.0,1.0,1.0,1.0,1.0
