AUC,AP,Sensitivity,Specificity,Precision,F1,Balanced Accuracy,Dataset,ML Method,Embedding Method
0.9891395154553049,0.996887997761339,0.9841269841269841,0.7894736842105263,0.9393939393939394,0.9091915836101883,0.8868003341687551,posttrauma,logistic regression,none
