Dataset,ML Method,Embedding Method,Concatenation,Best Parameters,PCA n_components,AUC,AP,Sensitivity,Specificity,Precision,F1,Balanced Accuracy
posttrauma,logistic regression,GTE-Small,no,"{'aggregator__method': 'embedding_mean_with_cls_and_sep', 'classifier__C': 2}",PCA (35 components),0.898078529657477,0.9688287288389537,0.9365079365079365,0.5789473684210527,0.8805970149253731,0.7773755656108597,0.7577276524644946
