Dataset,ML Method,Embedding Method,Concatenation,Best Parameters,PCA n_components,AUC,AP,Sensitivity,Specificity,Precision,F1,Balanced Accuracy
posttrauma,logistic regression,E5-Large-V2,no,"{'aggregator__method': 'embedding_mean_with_cls_and_sep', 'classifier__C': 2}",PCA (35 components),0.9974937343358397,0.9992440151090305,0.9841269841269841,0.9473684210526315,0.9841269841269841,0.9657477025898078,0.9657477025898078
